Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Log_Return,Volatility
2010-02-03 00:00:00-05:00,13.214813706010592,13.550513739526124,13.203815205433225,13.518518447875977,119844036,0.0,0.0,0.018098492214854933,0.2695379325255934
2010-02-04 00:00:00-05:00,13.423033307960058,13.448029035371734,13.137075137270523,13.16757106781006,134972892,0.0,0.0,-0.026303412778108638,0.2774199175599593
2010-02-05 00:00:00-05:00,13.20806401840486,13.335546035456256,13.059587114963373,13.280303955078123,126113760,0.0,0.0,0.008524962395509815,0.2754796557071716
2010-02-08 00:00:00-05:00,13.310548953381277,13.548015018952473,13.286302908593608,13.334794998168944,107664228,0.0,0.0,0.004094752330180238,0.27044358680190334
2010-02-09 00:00:00-05:00,13.486523386830388,13.536266216509055,13.374789440374323,13.409034729003906,112671216,0.0,0.0,0.005551928971192243,0.26512136986565427
2010-02-10 00:00:00-05:00,13.349793845716968,13.442780045512023,13.190316535622316,13.359292984008787,106873020,0.0,0.0,-0.0037164669217792053,0.2648143073280167
2010-02-11 00:00:00-05:00,13.33104577298447,13.510270084004,13.23556000282573,13.408034324645996,96303600,0.0,0.0,0.0036418573992863476,0.26274688587804684
2010-02-12 00:00:00-05:00,13.322298537211148,13.426782390283996,13.260556996098718,13.32604694366455,91096812,0.0,0.0,-0.0061335669023570155,0.26277144807306546
2010-02-16 00:00:00-05:00,13.419783840227494,13.601257200219582,13.35554272612404,13.530517578125,146029824,0.0,0.0,0.015227158715787278,0.26989977764037393
2010-02-17 00:00:00-05:00,13.548015586047018,13.583010556567144,13.438281105305345,13.45327854156494,81106812,0.0,0.0,-0.0057248614813330614,0.26600221772879945
2010-02-18 00:00:00-05:00,13.436530937610964,13.623253968625102,13.401535967810403,13.578510284423828,93382524,0.0,0.0,0.009265582799807923,0.2633323703348053
2010-02-19 00:00:00-05:00,13.511270445252602,13.598756440875686,13.490523230123513,13.517019271850586,102021876,0.0,0.0,-0.004538838630961601,0.2615005100989039
2010-02-22 00:00:00-05:00,13.681744701598186,13.685495013263449,13.52301897595743,13.568012237548828,85698216,0.0,0.0,0.0037654027413494043,0.2612652328790799
2010-02-23 00:00:00-05:00,13.573010872407332,13.588757989452365,13.30530035683151,13.374789237976074,114789096,0.0,0.0,-0.014343446241541526,0.17536602347097555
2010-02-24 00:00:00-05:00,13.347544190789868,13.4590276123856,13.260806920503716,13.28480339050293,92970936,0.0,0.0,-0.006750755007277101,0.16546798907247365
2010-02-25 00:00:00-05:00,13.17606853933674,13.21031382767747,12.998094966136092,13.158822059631348,132235632,0.0,0.0,-0.009528366997870802,0.16699280623207813
2010-02-26 00:00:00-05:00,13.183568333121858,13.291802496911334,13.08508193119239,13.16806983947754,81890028,0.0,0.0,0.0007025349032458337,0.16713419790921083
2010-03-01 00:00:00-05:00,13.228061660646183,13.330297422907952,13.1915673276575,13.315299034118652,89426484,0.0,0.0,0.01111872980528143,0.1653012402885715
2010-03-02 00:00:00-05:00,13.385038238617923,13.63950121322447,13.373291009168412,13.524518013000488,174097728,0.0,0.0,0.015590509897850626,0.1711481746486067
2010-03-03 00:00:00-05:00,13.557013551525962,13.700992367686007,13.479275316778176,13.631003379821776,123452424,0.0,0.0,0.00784267118898733,0.17201744598227284
2010-03-04 00:00:00-05:00,13.660498009733493,13.901212382204598,13.652999291742804,13.86271858215332,127224648,0.0,0.0,0.016856261886373927,0.17944308341995327
2010-03-05 00:00:00-05:00,14.031694441077502,14.189671438364346,13.995449683932,14.103182792663574,156331512,0.0,0.0,0.017197381460911414,0.1784526319588823
2010-03-08 00:00:00-05:00,14.11743146222485,14.12743070569327,14.023195474933225,14.05993938446045,95360544,0.0,0.0,-0.0030709267186637234,0.14745292658184572
2010-03-09 00:00:00-05:00,13.994199017380785,14.114432848120464,13.910461425377974,14.00269889831543,126936936,0.0,0.0,-0.004079485681438206,0.14809738535135822
2010-03-10 00:00:00-05:00,14.09193396292301,14.460380870285226,14.053189635117745,14.409138679504396,225969804,0.0,0.0,0.02861254632332141,0.17354494092139616
2010-03-11 00:00:00-05:00,14.354395834296348,14.653102381742276,14.35289551918222,14.526371002197266,169162668,0.0,0.0,0.008103051609080647,0.17411392296563893
2010-03-12 00:00:00-05:00,14.701344767823231,14.704844550478189,14.47687762449269,14.486376762390137,110025864,0.0,0.0,-0.0027570132594863695,0.17362228274145922
2010-03-15 00:00:00-04:00,14.164924351584414,14.234164611926824,13.897963506303132,14.077437400817873,185969844,0.0,0.0,-0.0286353427773401,0.2069335172869429
2010-03-16 00:00:00-04:00,14.04369199211336,14.20841802384918,14.016946373796584,14.1279296875,137122740,0.0,0.0,0.003580335647578714,0.20465692478079237
